"sect","title","authors","views","issue","year","page_order"
"Theory and Methods","Inference in Semiparametric Regression Models Under Partial Questionnaire Design and Nonmonotone Missing Data","Nilanjan Chatterjee#Yan Li",113,490,2010,29
"Theory and Methods","Using Evidence of Mixed Populations to Select Variables for Clustering Very High-Dimensional Data","Yao-ban Chan#Peter Hall",209,490,2010,30
"Theory and Methods","Tests for High-Dimensional Covariance Matrices","Song Xi Chen#Li-Xin Zhang#Ping-Shou Zhong",491,490,2010,31
"Theory and Methods","On Generating Monte Carlo Samples of Continuous Diffusion Bridges","Ming Lin#Rong Chen#Per Mykland",133,490,2010,32
"Theory and Methods","Validating Stationarity Assumptions in Time Series Analysis by Rolling Local Periodograms","Efstathios Paparoditis",162,490,2010,33
"Theory and Methods","Simultaneous Confidence Bands for Penalized Spline Estimators","Tatyana Krivobokova#Thomas Kneib#Gerda Claeskens",313,490,2010,34
"Theory and Methods","Nonparametric Analysis of Clustered Multivariate Data","Jaakko Nevalainen#Denis Larocque#Hannu Oja#Ilkka Pörsti",207,490,2010,35
"Book Reviews","Book Reviews","",173,490,2010,36
"Letters to the Editors","Letters to the Editor","",89,490,2010,37
"Correction","Correction","",59,490,2010,38
"2009 ASA Presidential Address","Statistics: From Evidence to Policy","Sally C. Morton",181,489,2010,1
"Applications and Case Studies","A Moving Average Approach for Spatial Statistical Models of Stream Networks","Jay M. Ver Hoef#Erin E. Peterson",374,489,2010,2
"Applications and Case Studies","Comment: Statistical Dependence in Stream Networks","Noel Cressie#David O’Donnell",151,489,2010,3
"Applications and Case Studies","Comment","Sujit K. Sahu",88,489,2010,4
"Applications and Case Studies","Rejoinder","Jay M. Ver Hoef#Erin E. Peterson",106,489,2010,5
"Applications and Case Studies","Probabilistic Wind Speed Forecasting Using Ensembles and Bayesian Model Averaging","J. McLean Sloughter#Tilmann Gneiting#Adrian E. Raftery",460,489,2010,6
"Applications and Case Studies","Regularized Reconstruction of Wave Height and Slope Fields From Refracted Images of Water","Kingshuk Roy Choudhury#Finbarr O’Sullivan#Mayukh Samanta#Guillemette Caulliez#Victor Shrira",86,489,2010,7
"Applications and Case Studies","Bayesian and Frequentist Methods for Provider Profiling Using Risk-Adjusted Assessments of Medical Outcomes","Michael J. Racz#J. Sedransk",214,489,2010,8
"Applications and Case Studies","How Many People Do You Know?: Efficiently Estimating Personal Network Size","Tyler H. McCormick#Matthew J. Salganik#Tian Zheng",494,489,2010,9
"Applications and Case Studies","Scaling the Critics: Uncovering the Latent Dimensions of Movie Criticism With an Item Response Approach","Michael Peress#Arthur Spirling",183,489,2010,10
"Applications and Case Studies","Resolving Contested Elections: The Limited Power of Post-Vote Vote-Choice Data","Adam N. Glynn#Thomas S. Richardson#Mark S. Handcock",89,489,2010,11
"Applications and Case Studies","Powering Up With Space-Time Wind Forecasting","Amanda S. Hering#Marc G. Genton",235,489,2010,12
"Applications and Case Studies","Local Post-Stratification in Dual System Accuracy and Coverage Evaluation for the U.S. Census","Song Xi Chen#Cheng Yong Tang#Vincent T. Mule Jr.",160,489,2010,13
"Applications and Case Studies","A Bayesian Analysis of Body Mass Index Data From Small Domains Under Nonignorable Nonresponse and Selection","Balgobin Nandram#Jai Won Choi",177,489,2010,14
"Applications and Case Studies","Demonstrating Single and Multiple Currents Through the E. coli-SecYEG-Pore: Testing for the Number of Modes of Noisy Observations","Fadoua Balabdaoui#Kathrin Bissantz#Nicolai Bissantz#Hajo Holzmann",76,489,2010,15
"Theory and Methods","Multivariate Outlier Detection With High-Breakdown Estimators","Andrea Cerioli",280,489,2010,16
"Theory and Methods","Marginal and Nested Structural Models Using Instrumental Variables","Zhiqiang Tan",164,489,2010,17
"Theory and Methods","Approximate Methods for State-Space Models","Shinsuke Koyama#Lucia Castellanos Pérez-Bolde#Cosma Rohilla Shalizi#Robert E. Kass",227,489,2010,18
"Theory and Methods","Semiparametric Mean–Covariance Regression Analysis for Longitudinal Data","Chenlei Leng#Weiping Zhang#Jianxin Pan",274,489,2010,19
"Theory and Methods","Highly Efficient Aggregate Unbiased Estimating Functions Approach for Correlated Data With Missing at Random","Annie Qu#Bruce G. Lindsay#Lin Lu",205,489,2010,20
"Theory and Methods","High-Dimensional Variable Selection for Survival Data","Hemant Ishwaran#Udaya B. Kogalur#Eiran Z. Gorodeski#Andy J. Minn#Michael S. Lauer",409,489,2010,21
"Theory and Methods","The Dependent Wild Bootstrap","Xiaofeng Shao",361,489,2010,22
"Theory and Methods","Statistical Agent-Based Models for Discrete Spatio-Temporal Systems","Mevin B. Hooten#Christopher K. Wikle",249,489,2010,23
"Theory and Methods","A Family of Distributions on the Circle With Links to, and Applications Arising From, Möbius Transformation","Shogo Kato#M. C. Jones",218,489,2010,24
"Theory and Methods","Likelihood-Based Inference for Max-Stable Processes","S. A. Padoan#M. Ribatet#S. A. Sisson",402,489,2010,25
"Theory and Methods","Dimension Reduction and Semiparametric Estimation of Survival Models","Yingcun Xia#Dixin Zhang#Jinfeng Xu",442,489,2010,26
"Theory and Methods","Alternative Goodness-of-Fit Tests for Linear Models","Ronald Christensen#Siu Kei Sun",177,489,2010,27
"Theory and Methods","Semiparametric Efficient Estimation for a Class of Generalized Proportional Odds Cure Models","Meng Mao#Jane-Ling Wang",204,489,2010,28
"Theory and Methods","Regularization Parameter Selections via Generalized Information Criterion","Yiyun Zhang#Runze Li#Chih-Ling Tsai",368,489,2010,29
"Theory and Methods","Variational Inference for Large-Scale Models of Discrete Choice","Michael Braun#Jon McAuliffe",606,489,2010,30
"Theory and Methods","Weighted Generalized Estimating Functions for Longitudinal Response and Covariate Data That Are Missing at Random","Baojiang Chen#Grace Y. Yi#Richard J. Cook",293,489,2010,31
"Theory and Methods","Variable Selection With the Strong Heredity Constraint and Its Oracle Property","Nam Hee Choi#William Li#Ji Zhu",280,489,2010,32
"Theory and Methods","Linear Mixed-Effects Modeling by Parameter Cascading","J. Cao#J. O. Ramsay",164,489,2010,33
"Theory and Methods","A Statistical Framework for Differential Privacy","Larry Wasserman#Shuheng Zhou",411,489,2010,34
"Theory and Methods","Reduced Rank Mixed Effects Models for Spatially Correlated Hierarchical Functional Data","Lan Zhou#Jianhua Z. Huang#Josue G. Martinez#Arnab Maity#Veerabhadran Baladandayuthapani#Raymond J. Carroll",221,489,2010,35
"Theory and Methods","Weighted Distance Weighted Discrimination and Its Asymptotic Properties","Xingye Qiao#Hao Helen Zhang#Yufeng Liu#Michael J. Todd#J. S. Marron",199,489,2010,36
"Theory and Methods","Indirect Cross-Validation for Density Estimation","Olga Y. Savchuk#Jeffrey D. Hart#Simon J. Sheather",172,489,2010,37
"Theory and Methods","Robust Model-Free Multiclass Probability Estimation","Yichao Wu#Hao Helen Zhang#Yufeng Liu",127,489,2010,38
"Book Reviews","Book Reviews","",103,489,2010,39
"Applications and Case Studies","A Bayesian Model for Cross-Study Differential Gene Expression","Robert B. Scharpf#Håkon Tjelmeland#Giovanni Parmigiani#Andrew B. Nobel",146,488,2009,1
"Applications and Case Studies","Comment","Debashis Ghosh#Hyungwon Choi",59,488,2009,2
"Applications and Case Studies","Comment","Xiaodan Fan#Jun S. Liu",69,488,2009,3
"Applications and Case Studies","Rejoinder","Robert B. Scharpf#Håkon Tjelmeland#Giovanni Parmigiani#Andrew B. Nobel",56,488,2009,4
"Applications and Case Studies","Analysis of Multifactor Affine Yield Curve Models","Siddhartha Chib#Bakhodir Ergashev",232,488,2009,5
"Applications and Case Studies","Bayesian Calibration of Microsimulation Models","Carolyn M. Rutter#Diana L. Miglioretti#James E. Savarino",175,488,2009,6
"Applications and Case Studies","Option Pricing With Model-Guided Nonparametric Methods","Jianqing Fan#Loriano Mancini",311,488,2009,7
"Applications and Case Studies","Semiparametric Efficient Estimation for Incomplete Longitudinal Binary Data, With Application to Smoking Trends","Jamie Perin#John S. Preisser#Paul J. Rathouz",117,488,2009,8
"Applications and Case Studies","Modeling and Inference for Measured Crystal Orientations and a Tractable Class of Symmetric Distributions for Rotations in Three Dimensions","Melissa A. Bingham#Daniel J. Nordman#Stephen B. Vardeman",115,488,2009,9
"Theory and Methods","Amplification of Sensitivity Analysis in Matched Observational Studies","Paul R. Rosenbaum#Jeffrey H. Silber",168,488,2009,10
"Theory and Methods","A Factor Model Approach to Multiple Testing Under Dependence","Chloé Friguet#Maela Kloareg#David Causeur",389,488,2009,11
"Theory and Methods","Local Polynomial Quantile Regression With Parametric Features","Anouar El Ghouch#Marc G. Genton",138,488,2009,12
"Theory and Methods","Poisson Autoregression","Konstantinos Fokianos#Anders Rahbek#Dag Tjøstheim",616,488,2009,13
"Theory and Methods","Competing Risks Quantile Regression","Limin Peng#Jason P. Fine",417,488,2009,14
"Theory and Methods","Learn From Thy Neighbor: Parallel-Chain and Regional Adaptive MCMC","Radu V. Craiu#Jeffrey Rosenthal#Chao Yang",262,488,2009,15
"Theory and Methods","Simultaneous Testing of Grouped Hypotheses: Finding Needles in Multiple Haystacks","T. Tony Cai#Wenguang Sun",172,488,2009,16
"Theory and Methods","On Nonparametric Variance Estimation for Second-Order Statistics of Inhomogeneous Spatial Point Processes With a Known Parametric Intensity Form","Yongtao Guan",108,488,2009,17
"Theory and Methods","Empirical Likelihood in Missing Data Problems","Jing Qin#Biao Zhang#Denis H. Y. Leung",424,488,2009,18
"Theory and Methods","Sequential Implementation of Monte Carlo Tests With Uniformly Bounded Resampling Risk","Axel Gandy",277,488,2009,19
"Theory and Methods","Forward Regression for Ultra-High Dimensional Variable Screening","Hansheng Wang",787,488,2009,20
"Theory and Methods","On Multivariate Runs Tests for Randomness","Davy Paindaveine",82,488,2009,21
"Theory and Methods","Maximum Likelihood Estimation of the Multivariate Normal Mixture Model","Otilia Boldea#Jan R. Magnus",331,488,2009,22
"Theory and Methods","Generalized Multilevel Functional Regression","Ciprian M. Crainiceanu#Ana-Maria Staicu#Chong-Zhi Di",301,488,2009,23
"Theory and Methods","Efficient Global Approximation of Generalized Nonlinear ℓ1-Regularized Solution Paths and Its Applications","Ming Yuan#Hui Zou",95,488,2009,24
"Theory and Methods","Logistic Regression With Brownian-Like Predictors","Martin A. Lindquist#Ian W. McKeague",133,488,2009,25
"Theory and Methods","Multivariate Statistical Process Control Using LASSO","Changliang Zou#Peihua Qiu",483,488,2009,26
"Theory and Methods","Median-Based Classifiers for High-Dimensional Data","Peter Hall#D. M. Titterington#Jing-Hao Xue",204,488,2009,27
"Theory and Methods","The Analysis of Two-Way Functional Data Using Two-Way Regularized Singular Value Decompositions","Jianhua Z. Huang#Haipeng Shen#Andreas Buja",159,488,2009,28
"Theory and Methods","Empirical Likelihood Methods Based on Characteristic Functions With Applications to Lévy Processes","Ngai Hang Chan#Song Xi Chen#Liang Peng#Cindy L. Yu",164,488,2009,29
"Theory and Methods","Local Rank Inference for Varying Coefficient Models","Lan Wang#Bo Kai#Runze Li",156,488,2009,30
"Theory and Methods","Nonparametric Bayes Conditional Distribution Modeling With Variable Selection","Yeonseung Chung#David B. Dunson",405,488,2009,31
"Theory and Methods","Testing for Efficacy in Primary and Secondary Endpoints by Partitioning Decision Paths","Yi Liu#Jason Hsu",130,488,2009,32
"Theory and Methods","p-Values for High-Dimensional Regression","Nicolai Meinshausen#Lukas Meier#Peter Bühlmann",743,488,2009,33
"Theory and Methods","What Are the Limits of Posterior Distributions Arising From Nonidentified Models, and Why Should We Care?","Paul Gustafson",187,488,2009,34
"Theory and Methods","Conditional Quantile Estimation for Generalized Autoregressive Conditional Heteroscedasticity Models","Zhijie Xiao#Roger Koenker",407,488,2009,35
"Book Reviews","Book Reviews","",106,488,2009,36
"Corrections","Correction","",48,488,2009,37
"Editorial Collaborators","2009 Editorial Collaborators","",45,488,2009,38
"Indexes","Index to Volume 104 (2009)","",66,488,2009,39
"Applications and Case Studies","Attributing Effects to a Cluster-Randomized Get-Out-the-Vote Campaign","Ben B. Hansen#Jake Bowers",228,487,2009,1
"Applications and Case Studies","Weighted Normal Spatial Scan Statistic for Heterogeneous Population Data","Lan Huang#Ram C. Tiwari#Zhaohui Zou#Martin Kulldorff#Eric J. Feuer",191,487,2009,2
"Applications and Case Studies","Modeling Spatiotemporal Forest Health Monitoring Data","Nicole H. Augustin#Monica Musio#Klaus von Wilpert#Edgar Kublin#Simon N. Wood#Martin Schumacher",278,487,2009,3
"Applications and Case Studies","Joint Modeling of Self-Rated Health and Changes in Physical Functioning","Rebecca A. Hubbard#Lurdes Y. T. Inoue#Paula Diehr",108,487,2009,4
"Applications and Case Studies","Predicting Vehicle Crashworthiness: Validation of Computer Models for Functional and Hierarchical Data","M. J. Bayarri#James O. Berger#Marc C. Kennedy#Athanasios Kottas#Rui Paulo#Jerry Sacks#John A. Cafeo#Chin-Hsu Lin#Jian Tu",128,487,2009,5
"Applications and Case Studies","Singular Value Decomposition–Based Alternative Splicing Detection","Jianhua Hu#Xuming He#Gilbert J. Cote#Ralf Krahe",87,487,2009,6
"Applications and Case Studies","Bayesian Model Averaging Continual Reassessment Method in Phase I Clinical Trials","Guosheng Yin#Ying Yuan",333,487,2009,7
"Applications and Case Studies","Active Learning Through Sequential Design, With Applications to Detection of Money Laundering","Xinwei Deng#V. Roshan Joseph#Agus Sudjianto#C. F. Jeff Wu",177,487,2009,8
"Applications and Case Studies","Thresholding Events of Extreme in Simultaneous Monitoring of Multiple Risks","John H. J. Einmahl#Jun Li#Regina Y. Liu",129,487,2009,9
"Theory and Methods","Nonparametric Prediction in Measurement Error Models","Raymond J. Carroll#Aurore Delaigle#Peter Hall",270,487,2009,10
"Theory and Methods","Comment","Jianqing Fan#Yang Feng",74,487,2009,11
"Theory and Methods","Comment","Susanne M. Schennach",69,487,2009,12
"Theory and Methods","Comment","John Staudenmayer",56,487,2009,13
"Theory and Methods","Comment","Jiayang Sun#Xiaofeng Wang",59,487,2009,14
"Theory and Methods","Rejoinder","Raymond J. Carroll#Aurore Delaigle#Peter Hall",69,487,2009,15
"Theory and Methods","Empirical Bayes Estimates for Large-Scale Prediction Problems","Bradley Efron",358,487,2009,16
"Theory and Methods","The Multiset Sampler","Scotland C. Leman#Yuguo Chen#Michael Lavine",190,487,2009,17
"Theory and Methods","Nonparametric Bayes Modeling of Multivariate Categorical Data","David B. Dunson#Chuanhua Xing",769,487,2009,18
"Theory and Methods","Testing for the Supremacy of a Multinomial Cell Probability","Dan Nettleton",88,487,2009,19
"Theory and Methods","Semiparametric Estimation Methods for Panel Count Data Using Monotone B-Splines","Minggen Lu#Ying Zhang#Jian Huang",166,487,2009,20
"Theory and Methods","Confidence Regions for the Multinomial Parameter With Small Sample Size","Djalil Chafaï#Didier Concordet",152,487,2009,21
"Theory and Methods","Constructing Confidence Regions of Optimal Expected Size","Chad M. Schafer#Philip B. Stark",81,487,2009,22
"Theory and Methods","Split Samples and Design Sensitivity in Observational Studies","Ruth Heller#Paul R. Rosenbaum#Dylan S. Small",116,487,2009,23
"Theory and Methods","Nonparametric Transition-Based Tests for Jump Diffusions","Yacine Aït-Sahalia#Jianqing Fan#Heng Peng",218,487,2009,24
"Theory and Methods","Locally Weighted Censored Quantile Regression","Huixia Judy Wang#Lan Wang",475,487,2009,25
"Theory and Methods","Quantile Regression With Measurement Error","Ying Wei#Raymond J. Carroll",359,487,2009,26
"Theory and Methods","Cox Models With Smooth Functional Effect of Covariates Measured With Error","Yu-Jen Cheng#Ciprian M. Crainiceanu",128,487,2009,27
"Theory and Methods","Reweighting Estimators for Cox Regression With Missing Covariates","Qiang Xu#Myunghee Cho Paik#Xiaodong Luo#Wei-Yann Tsai",201,487,2009,28
"Theory and Methods","A Semiparametric Regression Cure Model for Interval-Censored Data","Hao Liu#Yu Shen",190,487,2009,29
"Theory and Methods","Statistical Estimation in Generalized Multiparameter Likelihood Models","Ming-Yen Cheng#Wenyang Zhang#Lu-Hung Chen",180,487,2009,30
"Theory and Methods","Analyzing Length-Biased Data With Semiparametric Transformation and Accelerated Failure Time Models","Yu Shen#Jing Ning#Jing Qin",269,487,2009,31
"Theory and Methods","Intrinsic Regression Models for Positive-Definite Matrices With Applications to Diffusion Tensor Imaging","Hongtu Zhu#Yasheng Chen#Joseph G. Ibrahim#Yimei Li#Colin Hall#Weili Lin",132,487,2009,32
"Theory and Methods","On Large Margin Hierarchical Classification With Multiple Paths","Junhui Wang#Xiaotong Shen#Wei Pan",150,487,2009,33
"Theory and Methods","Jackknife Empirical Likelihood","Bing-Yi Jing#Junqing Yuan#Wang Zhou",653,487,2009,34
"Theory and Methods","Tail Index Regression","Hansheng Wang#Chih-Ling Tsai",281,487,2009,35
"Theory and Methods","A Class of Semiparametric Mixture Cure Survival Models With Dependent Censoring","Megan Othus#Yi Li#Ram C. Tiwari",154,487,2009,36
"Theory and Methods","An Incomplete-Data Quasi-Likelihood Approach to Haplotype-Based Genetic Association Studies on Related Individuals","Zuoheng Wang#Mary Sara McPeek",177,487,2009,37
"Theory and Methods","Assessing Robustness of Intrinsic Tests of Independence in Two-Way Contingency Tables","George Casella#Elías Moreno",108,487,2009,38
"Book Reviews","Book Reviews","",119,487,2009,39
"Corrections","Corrections","",52,487,2009,40
"Notes","Note: Modeling Future Record Performances in Athletics","Joseph M. Hilbe",65,487,2009,41
"Applications and Case Studies","Joint Models for the Association of Longitudinal Binary and Continuous Processes With Application to a Smoking Cessation Trial","Xuefeng Liu#Michael J. Daniels#Bess Marcus",311,486,2009,1
"Applications and Case Studies","Bayesian Analysis of Cancer Rates From SEER Program Using Parametric and Semiparametric Joinpoint Regression Models","Pulak Ghosh#Sanjib Basu#Ram C. Tiwari",284,486,2009,2
"Applications and Case Studies","Nonparametric Priors for Ordinal Bayesian Social Science Models: Specification and Estimation","Jeff Gill#George Casella",202,486,2009,3
"Applications and Case Studies","A Statistical Framework to Infer Functional Gene Relationships From Biologically Interrelated Microarray Experiments","Siew Leng Teng#Haiyan Huang",180,486,2009,4
"Application and Case Studies","Assessing Sexual Attitudes and Behaviors of Young Women: A Joint Model with Nonlinear Time Effects, Time Varying Covariates, and Dropouts","Pulak Ghosh#Wanzhu Tu",195,486,2009,5
"Applications and Case Studies","Inferring Optimal Peer Assignment From Experimental Data","Debopam Bhattacharya",198,486,2009,6
"Applications and Case Studies","Sensitivity Analysis for Equivalence and Difference in an Observational Study of Neonatal Intensive Care Units","Paul R. Rosenbaum#Jeffrey H. Silber",124,486,2009,7
"Applications and Case Studies","Random Effects Models in a Meta-Analysis of the Accuracy of Two Diagnostic Tests Without a Gold Standard","Haitao Chu#Sining Chen#Thomas A. Louis",208,486,2009,8
"Applications and Case Studies","Repeated Measurements on Distinct Scales With Censoring—A Bayesian Approach Applied to Microarray Analysis of Maize","Tanzy Love#Alicia Carriquiry",71,486,2009,9
"Applications and Case Studies","Nonparametric Signal Extraction and Measurement Error in the Analysis of Electroencephalographic Activity During Sleep","Ciprian M. Crainiceanu#Brian S. Caffo#Chong-Zhi Di#Naresh M. Punjabi",136,486,2009,10
"Applications and Case Studies","Nonparametric Residue Analysis of Dynamic PET Data With Application to Cerebral FDG Studies in Normals","Finbarr O'Sullivan#Mark Muzi#Alexander M. Spence#David M. Mankoff#Janet N. O'Sullivan#Niall Fitzgerald#George C. Newman#Kenneth A. Krohn",111,486,2009,11
"Applications and Case Studies","Modeling Hazard Rates as Functional Data for the Analysis of Cohort Lifetables and Mortality Forecasting","Jeng-Min Chiou#Hans-Georg Müller",207,486,2009,12
"Applications and Case Studies","Density Estimation for Protein Conformation Angles Using a Bivariate von Mises Distribution and Bayesian Nonparametrics","Kristin P. Lennox#David B. Dahl#Marina Vannucci#Jerry W. Tsai",140,486,2009,13
"Applications and Case Studies","Log-Linear Models for Gene Association","Jianhua Hu#Adarsh Joshi#Valen E. Johnson",145,486,2009,14
"Applications and Case Studies","Mapping Ancient Forests: Bayesian Inference for Spatio-Temporal Trends in Forest Composition Using the Fossil Pollen Proxy Record","Christopher J. Paciorek#Jason S. McLachlan",228,486,2009,15
"Applications and Case Studies","Regression Models for Identifying Noise Sources in Magnetic Resonance Images","Hongtu Zhu#Yimei Li#Joseph G. Ibrahim#Xiaoyan Shi#Hongyu An#Yashen Chen#Wei Gao#Weili Lin#Daniel B. Rowe#Bradley S. Peterson",161,486,2009,16
"Applications and Case Studies","Intrinsically Autoregressive Spatiotemporal Models With Application to Aggregated Birth Outcomes","Jonathan D. Norton#Xu-Feng Niu",113,486,2009,17
"Applications and Case Studies","Sequential Design for Microarray Experiments","Gilles Durrieu#Laurent Briollais",102,486,2009,18
"Applications and Case Studies","Doubly Robust Internal Benchmarking and False Discovery Rates for Detecting Racial Bias in Police Stops","Greg Ridgeway#John M. MacDonald",207,486,2009,19
"Applications and Case Studies","Intervention and Causality: Forecasting Traffic Flows Using a Dynamic Bayesian Network","Catriona M. Queen#Casper J. Albers",240,486,2009,20
"Theory and Methods","On Consistency and Sparsity for Principal Components Analysis in High Dimensions","Iain M. Johnstone#Arthur Yu Lu",1370,486,2009,21
"Theory and Methods","Discussion","Boaz Nadler",100,486,2009,22
"Theory and Methods","Discussion","Daniela M. Witten#Trevor Hastie#Robert Tibshirani",91,486,2009,23
"Theory and Methods","Comments","James O. Ramsay",78,486,2009,24
"Theory and Methods","Rejoinder","Iain M. Johnstone#Arthur Yu Lu",87,486,2009,25
"Theory and Methods","Estimating Derivatives for Samples of Sparsely Observed Functions, With Application to Online Auction Dynamics","Bitao Liu#Hans-Georg Müller",151,486,2009,26
"Theory and Methods","On the Concept of Depth for Functional Data","Sara López-Pintado#Juan Romo",653,486,2009,27
"Theory and Methods","Partial Correlation Estimation by Joint Sparse Regression Models","Jie Peng#Pei Wang#Nengfeng Zhou#Ji Zhu",1050,486,2009,28
"Theory and Methods","Shrinkage Estimation of the Varying Coefficient Model","Hansheng Wang#Yingcun Xia",757,486,2009,29
"Theory and Methods","Bayesian Mixture Labeling by Highest Posterior Density","Weixin Yao#Bruce G. Lindsay",191,486,2009,30
"Theory and Methods","Prior Distributions From Pseudo-Likelihoods in the Presence of Nuisance Parameters","Laura Ventura#Stefano Cabras#Walter Racugno",213,486,2009,31
"Theory and Methods","Confidence Intervals for Population Ranks in the Presence of Ties and Near Ties","Minge Xie#Kesar Singh#Cun-Hui Zhang",96,486,2009,32
"Theory and Methods","Computationally Efficient Nonparametric Importance Sampling","Jan C. Neddermeyer",129,486,2009,33
"Theory and Methods","A Class of Transformed Mean Residual Life Models With Censored Survival Data","Liuquan Sun#Zhigang Zhang",208,486,2009,34
"Theory and Methods","A Multivariate Extension of the Dynamic Logit Model for Longitudinal Data Based on a Latent Markov Heterogeneity Structure","Francesco Bartolucci#Alessio Farcomeni",323,486,2009,35
"Theory and Methods","Hunting for Significance With the False Discovery Rate","Martin Posch#Sonja Zehetmayer#Peter Bauer",121,486,2009,36
"Review","Adversarial Risk Analysis","David Rios Insua#Jesus Rios#David Banks",398,486,2009,37
"Book Reviews","Book Reviews","",99,486,2009,38
"Corrections","Corrections","",51,486,2009,39
"Applications and Case Studies","Communicating Statistics and Developing Professionals: The 2008 ASA Presidential Address","Peter A. Lachenbruch",98,485,2009,1
"Applications and Case Studies","A Spatio-Temporal Model for Mean, Anomaly, and Trend Fields of North Atlantic Sea Surface Temperature","Ricardo T. Lemos#Bruno Sansó",231,485,2009,2
"Applications and Case Studies","Comment","D. Higdon",70,485,2009,3
"Applications and Case Studies","Comment","Roy Mendelssohn",60,485,2009,4
"Applications and Case Studies","Comment","C. K. Wikle#R. F. Milliff",60,485,2009,5
"Applications and Case Studies","Rejoinder","R. T. Lemos#B. Sansó",58,485,2009,6
"Applications and Case Studies","Bayesian Semiparametric Joint Models for Functional Predictors","Jamie L. Bigelow#David B. Dunson",275,485,2009,7
"Applications and Case Studies","A Case Study in Exploratory Functional Data Analysis: Geometrical Features of the Internal Carotid Artery","Laura M. Sangalli#Piercesare Secchi#Simone Vantini#Alessandro Veneziani",284,485,2009,8
"Applications and Case Studies","Estimating the Effect of a Time-Dependent Treatment by Levels of an Internal Time-Dependent Covariate: Application to the Contrast Between Liver Wait-List and Posttransplant Mortality","Douglas E. Schaubel#Robert A. Wolfe#Camelia S. Sima#Robert M. Merion",173,485,2009,9
"Applications and Case Studies","Robust Estimation of Mean Functions and Treatment Effects for Recurrent Events Under Event-Dependent Censoring and Termination: Application to Skeletal Complications in Cancer Metastatic to Bone","Richard J. Cook#Jerald F. Lawless#Lajmi Lakhal-Chaieb#Ker-Ai Lee",189,485,2009,10
"Applications and Case Studies","Bayesian Emulation and Calibration of a Stochastic Computer Model of Mitochondrial DNA Deletions in Substantia Nigra Neurons","Daniel A. Henderson#Richard J. Boys#Kim J. Krishnan#Conor Lawless#Darren J. Wilkinson",187,485,2009,11
"Applications and Case Studies","Estimating the Time-Varying Rate of Transmission of SARS in Singapore and Hong Kong Under Two Environments","Anthony Y. C. Kuk#C. C. Tan",63,485,2009,12
"Applications and Case Studies","Bayesian Modeling of Uncertainty in Ensembles of Climate Models","Richard L. Smith#Claudia Tebaldi#Doug Nychka#Linda O. Mearns",646,485,2009,13
"Applications and Case Studies","On the Determination of General Scientific Models With Application to Asset Pricing","A. Ronald Gallant#Robert E. McCulloch",211,485,2009,14
"Applications and Case Studies","Bayesian Analysis of Isochores","Paul Fearnhead#Despina Vasileiou",94,485,2009,15
"Applications and Case Studies","A Bayesian Hierarchical Model for Analysis of Single-Nucleotide Polymorphisms Diversity in Multilocus, Multipopulation Samples","Feng Guo#Dipak K. Dey#Kent E. Holsinger",150,485,2009,16
"Applications and Case Studies","Estimating Response-Maximized Decision Rules With Applications to Breastfeeding","Erica E. M. Moodie#Robert W. Platt#Michael S. Kramer",146,485,2009,17
"Applications and Case Studies","Likelihood-Based Analysis of Causal Effects of Job-Training Programs Using Principal Stratification","Junni L. Zhang#Donald B. Rubin#Fabrizia Mealli",309,485,2009,18
"Theory and Methods","Generalized Thresholding of Large Covariance Matrices","Adam J. Rothman#Elizaveta Levina#Ji Zhu",521,485,2009,19
"Theory and Methods","Order Selection in Finite Mixture Models With a Nonsmooth Penalty","Jiahua Chen#Abbas Khalili",115,485,2009,20
"Theory and Methods","Likelihood-Based Sufficient Dimension Reduction","R. Dennis Cook#Liliana Forzani",280,485,2009,21
"Theory and Methods","Local Multidimensional Scaling for Nonlinear Dimension Reduction, Graph Drawing, and Proximity Analysis","Lisha Chen#Andreas Buja",292,485,2009,22
"Theory and Methods","Shrinkage Estimators for Robust and Efficient Inference in Haplotype-Based Case-Control Studies","Yi-Hau Chen#Nilanjan Chatterjee#Raymond J. Carroll",143,485,2009,23
"Theory and Methods","Variable Selection for Partially Linear Models With Measurement Errors","Hua Liang#Runze Li",292,485,2009,24
"Theory and Methods","Local Spectral Analysis via a Bayesian Mixture of Smoothing Splines","Ori Rosen#David S. Stoffer#Sally Wood",121,485,2009,25
"Theory and Methods","A Bayesian Reassessment of Nearest-Neighbor Classification","Lionel Cucala#Jean-Michel Marin#Christian P. Robert#D. M. Titterington",145,485,2009,26
"Theory and Methods","A Bayesian Hierarchical Nonoverlapping Random Disc Growth Model","Athanasios C. Micheas#Christopher K. Wikle",65,485,2009,27
"Theory and Methods","Time Series Modelling With Semiparametric Factor Dynamics","Byeong U. Park#Enno Mammen#Wolfgang Härdle#Szymon Borak",247,485,2009,28
"Theory and Methods","Consistent Classification of Nonstationary Time Series Using Stochastic Wavelet Representations","Piotr Fryzlewicz#Hernando Ombao",151,485,2009,29
"Theory and Methods","Testing the Nullity of GARCH Coefficients: Correction of the Standard Tests and Relative Efficiency Comparisons","Christian Francq#Jean-Michel Zakoïan",117,485,2009,30
"Theory and Methods","Testing Dependence Among Serially Correlated Multicategory Variables","M. Hashem Pesaran#Allan Timmermann",212,485,2009,31
